USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING
4083,02,01,1,02,07
3354,03,03,0,01,09
748,02,01,1,02,07
5132,02,06,0,01,05
3637,03,03,0,01,09
8591,01,02,1,01,05
1793,01,02,1,01,05
5105,02,01,1,02,07
3480,02,01,1,02,02
9199,03,03,0,01,09
7356,01,02,1,01,05
2379,02,01,1,02,07
1762,02,06,0,01,05
5630,03,03,0,01,09
4400,03,03,0,01,09
63,02,01,1,02,07
4118,02,06,0,01,05
5376,03,05,0,01,07
2277,02,01,1,02,07
6329,02,01,1,02,02
4160,02,02,0,01,05
9524,02,06,0,01,05
4024,02,01,1,02,07
3961,02,01,0,01,05
8976,02,01,1,02,07
5164,01,01,0,01,05
5466,02,06,0,01,08
4398,03,03,0,01,09
7547,02,01,1,02,07
4375,02,01,1,02,07
5947,01,01,1,02,01
5263,02,01,1,02,07
7474,02,01,0,01,05
4429,03,03,0,01,09
4350,02,06,0,01,05
2525,02,06,0,01,05
680,02,01,1,02,07
4943,02,01,1,02,02
8150,03,03,0,01,09
9722,03,02,0,01,06
2245,02,01,1,02,07
1603,03,05,0,01,07
1117,03,03,0,01,09
8261,02,01,1,02,07
1227,02,04,0,02,02
822,02,04,0,01,09
4399,02,04,0,01,08
2195,02,01,1,02,07
2348,03,01,0,01,03
8696,02,01,1,02,07
5978,02,06,0,01,05
1812,01,02,0,01,06
6788,02,01,1,02,07
7317,02,01,1,02,02
2874,02,01,1,02,07
7325,02,06,0,01,05
1770,02,01,1,02,07
9285,02,06,0,01,05
667,03,02,0,01,03
8433,01,06,0,01,03
5856,03,04,0,01,01
4910,01,02,1,01,05
9784,02,01,1,02,02
8327,02,07,0,02,08
7067,02,01,1,02,07
2877,03,06,0,01,08
3717,02,01,1,02,07
4827,02,01,1,02,07
9428,02,01,1,02,02
358,02,01,1,02,07
2406,03,03,0,01,09
5837,03,03,0,01,09
5375,01,02,1,01,05
1590,02,01,1,02,07
7974,03,03,0,01,09
3824,02,01,1,02,07
5742,01,02,1,01,05
3715,02,05,0,01,05
6872,02,07,0,02,08
8623,02,02,0,01,04
8317,03,02,0,01,04
8787,02,01,1,02,07
2850,02,01,1,02,02
6470,03,03,0,01,09
2432,02,01,1,02,07
256,02,02,0,01,06
4149,02,01,1,02,07
9284,01,03,0,01,05
4815,02,04,0,01,02
3544,02,01,1,02,07
6560,03,02,0,01,08
6269,02,01,1,02,07
2063,02,01,1,02,07
5390,03,03,0,01,09
5545,02,01,1,02,07
4734,02,01,1,02,02
8520,02,02,0,01,03
8501,02,06,0,01,05
1235,02,01,1,02,07
250,01,02,1,01,05
9768,02,01,1,02,07
183,02,06,0,01,05
5923,02,06,0,01,05
3690,02,01,0,01,05
7651,03,01,0,01,06
4295,02,02,0,01,07
4793,03,03,0,01,09
5690,02,01,1,02,07
2088,02,01,1,02,07
6295,02,01,1,02,02
1622,02,01,0,01,05
6938,02,01,1,02,02
2761,02,01,0,01,05
8555,02,01,1,02,07
6212,02,01,1,02,07
6645,02,01,1,02,07
2217,03,05,0,01,06
8657,03,03,0,01,09
5784,03,03,0,01,09
3848,03,05,0,01,05
5979,03,01,0,01,02
4531,01,06,0,01,01
3397,03,03,0,01,09
8891,02,01,0,01,05
4601,02,02,0,01,05
950,02,02,0,01,05
2606,02,01,1,02,07
7505,03,03,0,01,09
3595,02,01,1,02,07
6524,02,06,0,01,05
1215,02,03,1,02,08
1145,02,01,1,02,07
3316,02,02,0,01,05
2801,02,01,1,02,07
3752,02,02,0,01,05
3291,01,02,0,01,03
639,02,01,1,02,07
9509,03,03,0,01,09
2594,03,03,0,01,09
2360,01,02,1,01,05
6708,02,01,0,01,01
7247,02,01,1,02,07
5306,02,06,0,01,05
2531,03,01,0,01,05
3589,02,06,0,01,08
64,02,06,0,01,05
7326,02,01,0,02,02
6728,02,01,1,02,07
3246,03,03,0,01,09
7108,02,01,1,02,07
1238,02,03,0,01,02
9061,01,03,0,01,09
3352,01,06,0,01,07
6922,02,01,1,02,07
3009,02,01,1,02,07
9033,03,04,0,01,01
6124,02,01,1,02,07
2144,02,01,1,02,02
1871,02,05,0,01,05
5882,01,05,0,01,08
6443,03,04,0,01,05
8865,03,03,0,01,09
2650,02,06,0,01,05
8692,02,01,1,02,07
5361,02,06,0,01,05
6213,02,03,1,02,08
2833,02,02,0,01,03
7200,02,02,0,01,05
1495,02,04,0,01,09
3021,03,03,0,01,09
5319,02,06,0,01,05
1082,02,01,1,02,02
3882,02,01,1,02,02
1781,01,02,0,01,05
162,02,01,1,02,02
8664,01,04,0,01,04
9939,02,06,0,01,05
5428,02,06,0,01,05
7010,02,01,1,02,07
6777,03,06,0,01,09
1209,02,07,0,02,08
4591,02,02,0,01,05
2632,02,01,1,02,02
2381,02,01,1,02,07
6756,03,03,0,01,09
7173,03,03,0,01,09
8,01,02,0,01,05
8843,02,01,1,02,07
858,02,01,1,02,02
1798,02,06,0,01,05
2778,02,01,1,02,07
7586,03,03,0,01,09
5573,03,03,0,01,06
9763,02,06,0,01,05
8766,02,06,0,01,05
8783,02,01,1,02,07
1817,02,05,0,01,04
6006,03,01,0,01,05
3113,01,04,0,01,01
9750,01,04,0,01,07
9107,02,01,1,02,07
8056,02,01,1,02,02
3184,01,02,1,01,05
557,03,04,0,01,09
4141,02,01,1,02,07
4694,01,02,1,01,05
7826,01,06,0,01,09
4662,03,03,0,01,09
3136,02,02,0,01,09
4988,03,03,0,01,09
2881,02,06,0,01,05
7360,02,01,1,02,07
5047,02,07,0,02,08
8574,02,06,0,01,06
5903,02,02,0,01,04
3831,03,01,0,01,06
4686,02,01,1,02,07
4078,01,02,1,01,05
1003,02,06,0,01,05
2402,01,06,0,01,07
5985,02,06,0,01,05
9800,01,05,0,01,09
8134,03,03,0,01,09
5113,02,06,0,01,05
4493,02,01,1,02,07
5954,02,02,1,02,08
1903,02,01,1,02,02
6890,02,01,1,02,07
9170,03,03,0,01,09
5301,02,01,1,02,07
2712,01,04,0,01,05
6646,02,01,1,02,07
2626,02,06,0,01,07
1809,02,01,1,02,07
1902,03,01,0,01,05
9829,02,01,1,02,07
9250,03,03,0,01,09
2312,02,01,1,02,07
580,01,02,0,01,01
7181,02,06,0,01,05
1186,01,02,1,01,05
5719,02,03,1,02,08
175,02,01,1,02,07
7022,02,01,1,02,07
3818,02,01,1,02,07
3812,02,06,0,01,05
3459,02,01,1,02,07
2671,02,01,0,01,05
6159,02,01,1,02,07
8875,02,02,0,01,05
1614,02,01,1,02,02
8595,02,01,1,02,07
1545,03,03,0,01,09
1938,03,03,0,01,09
2603,02,01,1,02,02
7949,02,05,0,01,08
9072,02,01,1,02,07
7709,01,02,1,01,05
6685,02,03,1,02,08
9646,02,01,1,02,02
1410,03,03,0,01,09
7839,02,01,1,02,02
1440,02,06,0,01,05
3659,02,01,1,02,02
4403,02,06,0,01,05
9821,02,06,0,01,05
1340,02,06,0,01,05
1274,02,01,1,02,07
7166,02,06,0,01,05
522,03,03,0,01,09
6909,02,02,0,01,04
687,01,06,0,01,01
4010,03,03,0,01,09
9844,02,01,1,02,02
7827,02,01,1,02,07
1540,01,06,0,01,08
4371,03,03,0,01,09
8707,02,01,1,02,07
5889,03,03,0,01,09
4299,02,01,1,02,02
1617,02,06,0,01,05
7883,02,01,1,02,07
5387,02,01,1,02,07
8193,01,05,0,01,02
4142,02,06,0,01,05
6535,02,06,0,01,05
7256,03,03,0,01,09
7508,03,03,0,01,09
22,03,03,0,01,09
2250,02,01,1,02,07
5270,01,02,1,02,04
2327,02,01,1,02,07
8921,02,06,0,01,05
6667,03,03,0,01,09
3394,02,01,0,01,05
355,03,03,0,01,09
7585,01,01,0,01,02
2051,02,01,1,02,07
1937,03,03,0,01,09
9695,03,03,0,01,09
5702,02,05,0,01,08
9416,02,01,1,02,02
1451,01,04,0,01,02
8461,02,06,0,01,03
2808,02,01,1,02,07
2548,03,03,0,01,09
6962,02,02,0,01,05
5414,03,04,0,01,01
4093,02,06,0,01,05
5060,02,01,1,02,07
2985,02,01,1,02,02
8426,02,01,1,02,07
8729,01,06,0,01,01
4369,01,02,0,01,06
3654,03,03,0,01,09
1737,02,06,0,01,05
8004,02,01,1,02,02
6590,02,04,0,01,06
8367,02,01,0,01,05
7377,02,01,1,02,07
6237,02,01,1,02,07
6064,03,03,0,01,09
8907,02,05,0,01,07
7348,02,02,0,01,05
9838,02,01,1,02,07
6709,03,06,0,01,05
6457,02,05,0,01,07
9912,02,01,1,02,07
6718,03,03,0,01,09
3409,02,01,1,02,07
2066,02,01,0,01,05
9767,03,06,0,01,01
8937,01,06,0,01,09
7468,02,06,0,01,05
2620,02,01,1,02,07
4952,02,01,0,01,07
3271,02,01,1,02,07
425,02,01,1,02,07
5543,02,02,0,01,05
1629,02,01,1,02,02
3600,02,07,0,02,08
2037,03,03,0,01,09
3102,02,01,1,02,07
9308,02,02,0,02,04
43,02,01,1,02,02
1411,03,03,0,01,09
6149,02,01,1,02,07
516,02,01,1,02,07
6464,01,02,1,01,05
5665,02,01,1,02,02
901,01,01,0,01,09
9617,02,06,0,01,05
9555,02,01,1,02,07
7045,02,04,0,01,04
3905,02,06,0,01,05
7822,02,01,1,02,07
1628,01,02,1,01,05
5074,02,01,0,01,06
2685,01,02,1,01,05
6769,02,04,0,01,10
4404,02,01,1,02,07
3119,03,03,0,01,09
8455,02,06,0,01,08
6833,03,06,0,01,08
3805,02,01,0,01,05
867,02,01,1,02,07
8751,02,01,1,02,07
3748,01,02,1,01,05
2862,02,03,1,02,08
4787,03,03,0,01,09
1365,01,02,1,01,05
4317,03,01,0,01,06
2160,02,01,1,02,02
2052,02,05,0,01,05
9075,02,01,1,02,02
8513,03,03,0,01,09
4947,02,03,0,01,10
6321,01,05,0,01,03
7728,02,01,0,01,05
6423,01,02,0,01,05
3796,02,06,0,01,05
728,03,01,0,01,03
8291,03,03,0,01,07
5235,02,03,0,01,04
9286,02,06,0,01,05
9744,02,01,1,02,02
9757,02,01,1,02,07
7648,03,03,0,01,09
388,02,02,0,01,05
1024,02,01,1,02,07
3143,02,02,0,01,05
1704,02,01,1,02,07
6610,02,01,1,02,07
6412,03,06,0,01,09
8189,01,02,0,01,01
2450,03,03,0,01,09
9715,03,03,0,01,09
1697,02,01,1,02,02
2409,03,01,0,01,06
6570,01,02,1,01,05
1507,01,02,1,01,05
4564,03,03,0,01,07
8188,02,02,0,01,02
7245,02,01,1,02,07
9739,02,01,1,02,07
2604,02,01,1,02,07
9090,01,03,0,01,01
8704,02,01,1,02,07
4065,02,05,0,01,04
39,03,03,0,01,09
4679,02,06,0,01,05
3125,03,03,0,01,09
44,03,03,0,01,09
4307,01,04,0,01,06
3892,03,05,0,01,08
3146,02,06,0,01,05
1415,02,06,0,01,05
3519,02,01,1,02,07
6776,02,01,1,02,07
4351,03,03,0,01,09
5767,01,02,0,01,03
5950,02,01,1,02,07
6520,02,06,0,01,05
8654,02,06,0,01,05
8658,02,06,0,01,05
364,02,01,1,02,07
9268,03,03,0,01,09
2611,03,03,0,01,09
4931,02,01,1,02,02
1385,02,01,1,02,07
2822,02,02,0,02,04
8784,02,01,1,02,02
4137,02,01,1,02,02
2262,02,01,1,02,07
577,02,01,1,02,02
4992,01,02,1,01,05
9309,01,02,1,02,04
3203,02,06,0,01,05
7704,02,01,1,02,02
7238,02,06,0,01,05
2634,03,03,0,01,09
9664,02,04,0,01,06
8730,02,01,1,02,07
8097,02,07,0,02,08
5869,01,02,1,01,05
4456,02,04,0,01,06
7678,03,03,0,01,09
5033,03,03,0,01,09
9310,03,01,0,01,10
197,02,06,0,01,05
2476,03,03,0,01,09
4207,02,01,1,02,02
457,03,03,0,01,09
5294,02,01,1,02,07
2214,02,02,0,02,04
2787,03,03,0,01,09
4416,02,01,1,02,07
475,01,02,1,02,07
2530,02,01,1,02,07
5796,02,01,1,02,07
2971,03,03,0,01,09
3194,02,01,1,02,07
8312,03,03,0,01,09
6282,01,01,1,02,01
871,03,02,0,01,09
4419,01,02,1,02,04
1084,02,02,0,01,09
5017,03,03,0,01,09
7954,02,01,1,02,07
2174,03,03,0,01,09
2577,02,01,1,02,02
4970,03,03,0,01,09
5682,02,01,1,02,02
5137,03,03,0,01,09
7250,02,06,0,01,05
340,02,02,0,02,04
6519,02,01,1,02,07
3512,03,03,0,01,09
859,02,01,1,02,07
5029,02,06,0,01,05
8549,02,06,0,01,05
4121,02,01,1,02,07
2562,03,03,0,01,09
5027,03,02,0,01,09
8399,03,06,0,01,03
3435,03,03,0,01,09
7076,03,05,0,01,07
5818,02,01,1,02,07
2499,03,03,0,01,09
8805,02,01,1,02,07
1343,02,01,1,02,07
2788,02,01,1,02,07
6653,03,03,0,01,09
524,02,06,0,01,05
6772,02,01,1,02,07
2983,02,01,1,02,07
3684,01,02,0,01,01
9031,02,01,1,02,07
2588,03,03,0,01,09
8085,02,01,1,02,02
3244,03,03,0,01,09
5314,02,01,0,01,05
100,02,01,0,01,10
4202,02,04,0,01,06
604,02,01,1,02,07
6172,02,01,0,01,05
2732,01,02,0,01,05
8732,03,03,0,01,09
5632,03,03,0,01,09
4467,02,01,1,02,02
7331,02,01,1,02,07
8427,02,01,1,02,02
2769,03,03,0,01,09
8738,02,01,1,02,07
4468,02,01,0,01,10
2931,02,02,0,01,05
2764,03,03,0,01,09
9483,02,07,0,02,08
5092,01,01,0,01,05
2538,02,03,0,01,03
7590,01,06,0,01,09
5026,03,03,0,01,09
8366,02,01,1,02,07
4359,03,06,0,01,02
5890,02,01,0,01,05
4466,02,06,0,01,05
7950,01,02,1,01,05
9924,02,05,0,01,07
7768,02,06,0,01,03
2979,02,01,1,02,07
767,02,01,1,02,07
4968,03,03,0,01,09
9008,03,03,0,01,09
7107,01,05,0,01,02
4658,01,02,1,01,05
182,01,02,1,01,05
7252,03,04,0,01,04
9173,02,04,0,01,06
5571,02,01,1,02,07
6072,02,01,1,02,07
5365,02,01,1,02,07
6500,01,02,0,01,06
1965,02,06,0,01,05
1718,02,01,1,02,07
7579,02,01,1,02,02
387,02,06,0,01,05
8146,02,02,0,01,05
4318,02,06,0,01,05
4966,01,05,0,01,10
547,02,04,0,01,07
6960,02,06,0,01,05
752,02,03,1,02,08
5618,03,02,0,01,03
9459,02,01,1,02,07
244,03,03,0,01,09
7392,03,06,0,01,01
2326,02,06,0,01,05
5938,02,01,1,02,07
2058,01,02,1,01,05
8029,01,02,1,01,05
3287,02,06,0,01,05
7038,03,03,0,01,09
2610,01,02,1,01,05
329,02,01,1,02,07
9587,01,03,0,01,02
4832,02,01,0,01,05
3159,01,02,1,02,04
5704,02,01,1,02,07
1159,01,02,1,01,05
569,02,01,1,02,02
9618,02,01,1,02,02
4106,02,02,0,01,10
2840,03,03,0,01,09
4179,02,01,1,02,07
3804,02,01,1,02,02
5018,02,05,0,01,06
2365,02,06,0,01,05
7224,02,06,0,01,05
7519,02,02,0,01,05
2045,02,01,1,02,02
1914,02,02,0,01,05
1244,03,03,0,01,09
7593,01,06,0,01,07
6518,03,03,0,01,09
1790,03,03,0,01,09
9434,01,02,1,01,05
3466,03,03,0,01,09
3754,02,03,0,01,10
5129,03,03,0,01,09
5939,02,02,0,01,05
5114,02,06,0,01,05
1338,02,01,1,02,07
7521,02,06,0,01,05
5280,02,01,1,02,07
6092,02,01,0,01,01
2459,02,01,1,02,02
5841,02,01,1,02,07
2314,03,03,0,01,09
8616,01,05,0,01,09
2728,03,03,0,01,09
4986,02,02,0,01,05
5534,03,03,0,01,09
3943,02,01,1,02,07
477,01,02,1,01,05
3086,03,06,0,01,05
7406,02,06,0,01,05
1634,02,01,1,02,02
8422,02,03,0,01,07
4356,02,01,1,02,07
652,03,03,0,01,09
3973,03,03,0,01,10
6571,02,01,1,02,02
8171,02,06,0,01,05
9341,03,03,0,01,09
4903,02,02,0,02,04
1940,02,01,1,02,07
3479,02,01,1,02,07
6174,02,01,1,02,07
7282,02,01,1,02,07
5804,02,01,1,02,07
2613,02,02,0,01,05
7186,01,02,0,01,10
9258,03,06,0,01,07
3552,02,03,1,02,08
89,02,06,0,01,06
8421,01,01,1,02,01
551,03,03,0,01,09
8405,01,02,1,01,05
5969,01,02,1,01,05
5914,02,01,1,02,07
3105,02,02,0,01,05
215,02,01,1,02,02
4512,02,01,1,02,02
9080,02,01,1,02,02
1355,02,06,0,01,05
3251,02,04,0,01,06
3700,02,01,1,02,07
9105,02,01,1,02,07
2150,02,01,1,02,02
8487,01,02,1,01,05
7033,03,01,0,01,05
5908,01,02,1,01,05
13,02,07,0,02,08
2903,02,01,0,01,05
4006,02,02,0,01,05
3835,02,01,1,02,07
9147,02,01,1,02,07
8177,02,02,0,01,08
730,02,01,1,02,02
8680,02,06,0,01,01
8063,02,01,1,02,07
1280,02,02,0,01,05
3331,02,03,0,01,03
5633,02,01,1,02,07
8337,02,01,1,02,07
6502,01,05,0,01,07
5449,02,06,0,01,05
4212,02,06,0,01,05
7627,02,06,0,01,06
7307,02,01,0,01,05
7226,02,01,1,02,07
7155,02,01,1,02,07
6051,02,01,1,02,07
9941,01,02,1,01,05
9841,03,03,0,01,09
4949,02,07,0,02,08
6743,03,03,0,01,09
1481,03,05,0,01,08
1990,02,03,0,01,07
4714,03,02,0,01,04
7340,02,01,1,02,07
6240,03,03,0,01,09
2431,02,01,1,02,07
4020,02,04,0,01,06
6005,02,01,1,02,07
2370,02,05,0,01,03
863,01,04,0,01,03
4945,02,01,1,02,07
1901,02,01,1,02,02
3523,02,03,0,01,01
4918,02,01,1,02,02
4941,02,01,1,02,07
3631,01,02,0,01,10
3404,03,03,0,01,09
6843,02,06,0,01,05
1501,02,01,1,02,02
4092,02,01,1,02,07
5619,02,02,0,01,05
9063,02,01,1,02,07
4908,03,03,0,01,09
1425,02,01,1,02,07
3353,03,03,0,01,09
4074,02,01,1,02,07
7687,03,01,0,01,06
9613,03,03,0,01,09
3276,03,04,0,01,06
8775,02,01,1,02,07
2441,02,02,1,02,08
9699,02,02,0,01,05
4999,02,03,1,02,08
5539,03,03,0,01,09
7851,03,03,0,01,09
7198,02,01,1,02,07
4366,01,05,0,01,03
3319,02,01,1,02,07
8348,03,03,0,01,09
268,01,06,0,01,06
8795,02,06,0,01,05
4983,02,01,1,02,07
9498,02,06,0,01,05
86,02,01,1,02,07
3334,02,01,1,02,02
2222,02,01,1,02,02
5831,02,01,1,02,07
9082,02,01,1,02,07
3253,02,01,1,02,07
5587,02,01,1,02,07
3469,02,01,1,02,02
5312,03,03,0,01,09
3228,01,03,0,01,10
3275,02,01,1,02,02
3221,02,07,0,01,05
6808,02,01,1,02,07
7854,03,03,0,01,09
8033,01,04,0,01,09
5964,02,01,1,02,02
8723,02,03,0,01,05
7191,02,01,1,02,02
5559,02,01,1,02,07
4655,03,01,0,01,06
4572,03,02,0,01,01
6487,02,06,0,01,10
4914,02,01,1,02,02
6879,02,01,1,02,07
7366,01,02,1,01,05
3886,02,01,1,02,07
3073,01,02,1,01,05
9783,01,03,0,01,06
974,02,01,1,02,07
5279,02,01,1,02,07
5028,02,01,1,02,07
5603,02,01,1,02,07
7523,01,02,1,01,05
3482,02,02,0,01,10
9688,02,02,0,01,05
9934,02,06,0,01,05
6486,03,03,0,01,09
6203,01,05,0,01,02
643,01,02,1,01,05
2000,03,03,0,01,09
9318,02,02,0,01,05
2563,01,02,1,01,05
8407,02,01,1,02,07
2637,01,02,1,01,05
8808,02,06,0,01,05
1112,03,03,0,01,09
8630,02,01,1,02,07
5547,02,06,0,01,05
1929,02,01,1,02,07
634,02,02,0,01,05
7492,02,06,0,01,05
9942,02,01,1,02,02
3674,02,01,1,02,07
93,02,01,0,01,05
5906,02,01,1,02,07
9015,03,03,0,01,09
834,01,02,1,02,04
7767,03,03,0,01,09
8536,02,01,1,02,07
5528,02,03,1,02,08
196,02,01,0,01,02
8774,01,02,1,01,05
2062,02,04,0,01,06
9068,02,02,1,02,08
2998,02,05,0,01,05
6791,02,01,1,02,07
6450,02,06,0,01,05
4056,02,01,1,02,07
7141,02,02,0,02,04
8610,01,02,0,01,05
5605,03,01,0,01,08
1927,02,06,0,01,05
927,02,02,0,01,05
3984,02,01,1,02,07
2507,03,02,0,01,09
7623,03,03,0,01,09
4826,02,01,0,01,05
2205,02,01,1,02,07
3735,02,01,0,01,05
4561,02,01,0,01,07
4395,02,01,1,02,07
2253,02,01,1,02,07
1218,02,06,0,01,05
2630,02,03,1,02,08
3950,03,04,0,01,10
795,02,02,0,01,05
2605,02,01,1,01,06
1931,02,01,1,02,02
8499,02,01,1,02,07
6669,03,03,0,01,09
9621,02,02,0,01,06
2863,02,01,0,01,05
5316,02,01,1,02,07
4614,02,01,1,02,02
6497,02,01,1,02,07
2027,02,02,0,01,05
1258,02,01,1,02,02
4823,02,01,1,02,07
1932,01,03,0,01,03
7294,02,01,1,02,07
6985,02,07,0,01,05
8909,02,01,1,02,02
6098,02,05,0,01,05
398,01,06,0,01,05
1808,02,01,1,02,07
696,02,01,1,02,07
4854,02,01,1,02,07
5397,03,03,0,01,09
1479,02,01,1,02,07
8417,03,03,0,01,09
419,02,01,1,02,07
2923,01,02,1,01,05
9050,02,02,1,02,02
3297,02,01,1,02,07
685,01,02,1,01,05
8634,02,01,0,01,07
7042,03,03,0,01,09
2451,02,01,1,02,07
9796,01,02,1,01,05
4385,01,02,1,02,07
2061,02,01,1,02,02
6690,03,03,0,01,09
4490,02,01,1,02,07
6925,03,03,0,01,09
2766,03,03,0,01,09
4425,03,03,0,01,09
2362,02,06,0,01,05
9926,02,01,1,02,07
9880,01,02,1,02,04
3003,02,01,1,02,07
8112,03,03,0,01,09
6693,01,02,0,01,10
656,02,02,0,01,05
1591,02,01,1,02,07
622,02,01,1,02,07
4208,03,03,0,01,09
9373,02,07,0,02,08
8548,02,07,0,02,08
315,01,02,1,02,04
2031,02,01,1,02,07
8651,03,03,0,01,09
6209,01,02,1,01,05
1006,02,05,0,01,05
8013,01,03,0,01,01
714,02,01,1,02,07
4806,02,01,1,02,07
1820,02,02,0,01,05
4584,02,03,0,01,04
8393,02,01,1,02,02
461,03,03,0,01,02
6704,02,01,1,02,07
167,02,02,0,01,05
3010,02,06,0,01,05
4757,02,01,1,02,02
2460,02,01,1,02,02
1528,02,01,1,02,07
5918,02,04,0,01,06
6657,02,01,1,02,07
4592,01,02,1,01,05
295,03,03,0,01,09
9259,02,01,1,02,07
603,02,01,1,02,07
9190,02,01,1,02,07
3553,01,02,1,01,05
1804,02,02,0,01,01
3779,02,02,1,02,08
6746,02,01,1,02,07
1377,02,01,1,02,07
8180,03,03,0,01,09
6796,02,01,1,02,07
8791,02,01,1,02,07
105,01,04,0,01,02
5180,02,06,0,01,05
5004,01,02,0,01,08
926,02,01,1,02,07
2807,03,03,0,01,09
5925,02,06,0,01,05
532,02,02,0,01,07
4883,02,06,0,01,05
3803,01,02,1,01,05
5322,01,02,1,02,04
7177,03,01,0,01,10
5904,02,06,0,01,05
4727,02,01,1,02,02
1774,02,02,0,01,05
6757,03,05,0,01,05
3214,02,03,1,02,08
4451,03,03,0,01,05
3661,02,01,1,02,07
4647,02,01,1,02,02
7355,02,06,0,01,05
9472,02,06,0,01,05
8003,02,01,1,02,02
1010,02,01,0,01,05
1510,02,01,1,02,07
45,02,01,1,02,02
6193,03,03,0,01,09
8770,02,01,0,01,05
4222,02,01,1,02,07
5956,02,01,1,02,07
5009,03,03,0,01,09
1678,02,01,1,02,07
4025,01,02,1,01,05
211,01,02,0,01,07
3302,02,01,1,02,07
9204,02,06,0,01,05
6707,02,01,1,02,07
6682,02,01,1,02,07
5621,02,01,1,02,02
6313,02,02,0,01,05
8237,02,05,0,01,05
9579,03,03,0,01,09
4110,03,05,0,01,08
7920,03,04,0,01,03
9270,02,06,0,01,05
1119,01,05,0,01,02
1352,02,01,1,02,07
6186,02,01,1,02,07
4923,02,01,1,02,07
5073,01,02,1,01,05
5849,03,05,0,01,05
712,01,04,0,01,07
8500,03,03,0,01,09
1663,02,01,0,01,05
788,02,01,1,02,07
9418,02,04,0,01,04
3904,03,03,0,01,09
4993,02,05,0,01,08
6390,02,01,1,02,07
5949,02,06,0,01,05
383,01,04,0,01,01
4710,02,01,1,02,07
5812,02,01,1,02,07
9123,02,01,1,02,07
5019,01,05,0,01,09
8168,02,06,0,01,05
2843,03,02,0,01,08
2865,02,01,0,01,05
5470,02,01,1,02,07
2479,02,06,0,01,05
6752,02,01,1,02,02
1856,02,06,0,01,05
8618,02,06,0,01,05
8136,01,02,1,01,05
1381,02,01,1,02,07
2124,02,01,1,02,07
7475,03,04,0,01,04
9477,02,01,1,02,07
1154,02,01,1,02,07
8535,01,02,1,01,05
2615,02,01,0,01,01
242,02,06,0,01,05
764,03,06,0,01,07
9882,03,03,0,01,09
4488,03,03,0,01,09
1666,02,01,1,02,02
1515,02,01,1,02,07
6866,03,03,0,01,09
3385,02,06,0,01,05
9874,02,01,1,02,07
5590,02,01,1,02,07
5291,02,01,1,02,07
6860,02,06,0,01,05
7555,02,02,0,01,05
3304,02,06,0,01,05
8521,03,03,0,01,09
2627,01,02,1,01,05
4900,02,01,1,02,02
1205,02,01,0,01,09
9005,03,01,0,01,06
585,02,01,1,02,07
3946,02,06,0,01,05
740,01,04,0,01,04
5901,02,01,1,02,07
4955,02,04,0,01,06
3101,02,04,0,01,06
7743,02,06,0,01,05
722,02,01,1,02,07
2172,02,06,0,01,05
7998,02,02,0,01,06
5555,02,01,1,02,07
2221,02,04,0,01,06
3164,02,06,0,01,05
4254,02,01,1,02,07
3115,02,01,1,02,07
1541,01,06,0,01,10
831,02,06,0,01,05
1821,02,01,1,02,02
9446,02,01,1,02,07
4684,02,04,0,01,06
9025,02,01,1,02,02
9837,02,01,1,02,07
8054,02,01,1,02,07
8644,02,01,1,02,07
33,02,01,1,02,02
3156,03,03,0,01,09
542,02,01,1,02,07
5062,03,03,0,01,09
7274,02,06,0,01,04
2463,03,06,0,01,07
7587,01,01,0,01,03
4963,02,06,0,01,05
8584,02,01,1,02,07
5045,01,02,1,01,05
1662,01,02,1,01,05
6003,02,06,0,01,06
9058,02,01,1,02,07
7011,01,02,0,01,10
6564,02,01,1,02,07
2855,02,03,0,01,05
2005,02,01,1,02,02
1982,02,02,0,01,04
6562,01,01,0,01,08
798,03,06,0,01,03
6345,03,03,0,01,08
2569,03,03,0,01,09
5181,02,03,1,02,08
7886,02,03,1,02,08
1754,03,02,0,01,05
3949,02,02,0,01,05
6659,01,02,1,01,05
3607,01,03,0,01,03
6929,02,01,1,02,07
7892,02,01,1,02,07
1311,03,01,0,01,06
704,01,02,1,01,05
6317,02,01,1,02,07
5931,03,02,0,01,03
8645,02,01,1,02,07
285,01,04,0,01,05
3756,02,06,0,01,05
3747,02,06,0,01,05
922,02,01,1,02,07
2586,02,03,1,02,08
1054,02,06,0,01,05
7126,02,06,0,01,05
506,02,01,1,02,07
2844,03,03,0,01,09
7467,01,02,1,01,05
1467,02,01,1,02,07
5442,01,02,1,01,05
9906,02,01,1,02,07
1019,01,02,0,01,07
7178,02,05,0,01,05
4448,02,03,1,02,08
2165,01,05,0,01,09
4534,02,01,1,02,07
2041,02,01,1,02,02
5228,03,06,0,01,03
7538,02,01,1,02,07
9705,03,05,0,01,07
3960,02,02,0,01,05
6875,02,04,0,01,06
2711,02,01,1,02,07
1847,01,02,1,01,05
1939,02,01,0,01,05
7975,02,06,0,01,05
6865,02,01,1,02,02
4438,02,02,0,01,05
4738,02,02,0,01,05
4090,02,01,1,02,07
8480,02,01,1,02,02
405,03,03,0,01,09
9307,03,04,0,01,07
4528,02,01,1,02,07
1473,02,01,1,02,02
9012,02,06,0,01,05
6243,02,01,1,02,07
9877,03,03,0,01,09
1749,02,01,0,01,05
278,03,03,0,01,09
6504,02,06,0,01,05
